date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-01-22,sz.399997,8291.5500,8422.5650,8226.5460,8378.3720,8346.6800,127436688,11649456128.0000,0.379696
2020-01-23,sz.399997,8369.1090,8370.1340,7979.4920,8052.7130,8378.3720,194002010,17321305600.0000,-3.886901
2020-02-03,sz.399997,7286.5960,7336.2470,7282.6540,7307.1140,8052.7130,79375399,17102357760.0000,-9.258979
2020-02-04,sz.399997,7049.4720,7385.2650,7049.4720,7270.8980,7307.1140,359053584,25879169792.0000,-0.495627
2020-02-05,sz.399997,7293.8640,7418.9480,7202.2020,7372.3930,7270.8980,230490112,17710403328.0000,1.395907
2020-02-06,sz.399997,7386.2680,7461.1840,7302.3390,7452.2480,7372.3930,193632055,14723348992.0000,1.083163
2020-02-07,sz.399997,7429.0500,7526.9910,7377.7810,7521.0600,7452.2480,164885940,12114395648.0000,0.923372
2020-02-10,sz.399997,7461.7750,7591.6830,7385.2410,7542.0570,7521.0600,167883457,11627213312.0000,0.279176
2020-02-11,sz.399997,7537.4750,7789.7140,7537.4750,7737.2280,7542.0570,202150336,14691712768.0000,2.587769
2020-02-12,sz.399997,7718.6470,7775.2760,7662.9350,7759.8090,7737.2280,134848339,9797773568.0000,0.291849
2020-02-13,sz.399997,7753.6420,7866.0800,7667.1670,7696.2090,7759.8090,126922840,9819932928.0000,-0.819608
2020-02-14,sz.399997,7689.0630,7727.1430,7627.7780,7674.7360,7696.2090,101270253,7629286144.0000,-0.279007
2020-02-17,sz.399997,7654.3850,7742.1270,7646.9080,7742.1270,7674.7360,145553493,10155471104.0000,0.878089
2020-02-18,sz.399997,7737.6100,7737.6100,7649.8300,7698.4000,7742.1270,127183932,8465239808.0000,-0.564793
2020-02-19,sz.399997,7690.1660,7849.5290,7653.1780,7799.5680,7698.4000,172499033,13615716096.0000,1.314143
2020-02-20,sz.399997,7812.3400,8093.4390,7812.3400,8093.4320,7799.5680,226576933,17215173632.0000,3.767696
2020-02-21,sz.399997,8037.5590,8096.2760,8022.6030,8069.4520,8093.4320,153765379,10820346368.0000,-0.296290
2020-02-24,sz.399997,8015.8590,8015.8590,7859.6640,7910.1190,8069.4520,167881154,12720225280.0000,-1.974521
2020-02-25,sz.399997,7769.5980,7883.9890,7700.2070,7837.6280,7910.1190,165354935,12464849152.0000,-0.916434
2020-02-26,sz.399997,7742.6350,7909.6720,7704.7580,7766.4980,7837.6280,142989713,11765440000.0000,-0.907545
2020-02-27,sz.399997,7776.1130,7919.0570,7776.1130,7860.3370,7766.4980,134997313,11109957888.0000,1.208254
