date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-01-22,sz.000980,2.6400,2.6800,2.5700,2.6300,2.6800,32669974,85772438.2800,-1.865700
2020-01-23,sz.000980,2.6100,2.6500,2.5100,2.5600,2.6300,28918353,74692105.9200,-2.661600
2020-02-03,sz.000980,2.3000,2.3000,2.3000,2.3000,2.5600,3888300,8943090.0000,-10.156200
2020-02-04,sz.000980,2.1000,2.2500,2.1000,2.2200,2.3000,36936216,81130674.7400,-3.478300
2020-02-05,sz.000980,2.2300,2.3300,2.2100,2.2800,2.2200,29444103,67103530.3200,2.702700
2020-02-06,sz.000980,2.2800,2.3200,2.2500,2.2900,2.2800,23431544,53774717.3100,0.438600
2020-02-07,sz.000980,2.3000,2.3700,2.2800,2.3500,2.2900,26942327,62753037.7800,2.620100
2020-02-10,sz.000980,2.3300,2.4000,2.3100,2.3900,2.3500,27255437,64510421.1900,1.702100
2020-02-11,sz.000980,2.3900,2.4500,2.3800,2.3900,2.3900,22258341,53768208.4000,0.000000
2020-02-12,sz.000980,2.3900,2.4600,2.3800,2.4500,2.3900,22757916,55079213.3000,2.510500
2020-02-13,sz.000980,2.4400,2.4800,2.3800,2.3900,2.4500,22223853,53818945.7200,-2.449000
2020-02-14,sz.000980,2.3800,2.4200,2.3700,2.3800,2.3900,16415281,39269762.0300,-0.418400
2020-02-17,sz.000980,2.3800,2.5400,2.3800,2.5300,2.3800,36255174,90171893.9500,6.302500
2020-02-18,sz.000980,2.5400,2.6300,2.5200,2.5700,2.5300,32819050,83991688.0000,1.581000
2020-02-19,sz.000980,2.5600,2.6100,2.5300,2.5300,2.5700,22733764,58278507.2900,-1.556400
2020-02-20,sz.000980,2.5200,2.6000,2.5200,2.5900,2.5300,24663025,63209020.2600,2.371500
2020-02-21,sz.000980,2.5900,2.6800,2.5800,2.6600,2.5900,37244764,98279705.0800,2.702700
2020-02-24,sz.000980,2.6400,2.6900,2.6000,2.6600,2.6600,31998967,84696642.0700,0.000000
2020-02-25,sz.000980,2.6000,2.9300,2.5200,2.9300,2.6600,85341652,237245269.5000,10.150400
2020-02-26,sz.000980,2.9700,3.1000,2.7900,2.7900,2.9300,125229734,368898213.7800,-4.778200
2020-02-27,sz.000980,2.7500,2.9300,2.6600,2.7600,2.7900,79235011,220599509.4400,-1.075300
2020-02-28,sz.000980,2.6100,2.6800,2.5200,2.5300,2.7600,53665709,139737800.1100,-8.333300
2020-03-02,sz.000980,2.5400,2.6400,2.5400,2.6100,2.5300,34403341,89547217.7800,3.162100
2020-03-03,sz.000980,2.6500,2.7600,2.6100,2.6300,2.6100,43068407,114907479.9000,0.766300
2020-03-04,sz.000980,2.6100,2.6700,2.5700,2.6600,2.6300,33927644,88637241.1600,1.140700
2020-03-05,sz.000980,2.6900,2.7400,2.6500,2.7200,2.6600,38072265,102713832.8600,2.255600
2020-03-06,sz.000980,2.6900,2.7400,2.6600,2.6900,2.7200,28720165,77537684.9800,-1.102900
2020-03-09,sz.000980,2.6500,2.6900,2.5600,2.5600,2.6900,30496025,79688792.6000,-4.832700
2020-03-10,sz.000980,2.5000,2.6200,2.4500,2.6100,2.5600,31539227,80096839.3300,1.953100
2020-03-11,sz.000980,2.6100,2.7000,2.6000,2.6200,2.6100,32709818,86522500.2400,0.383100
2020-03-12,sz.000980,2.6100,2.6600,2.5100,2.6100,2.6200,32737327,84222953.2700,-0.381700
2020-03-13,sz.000980,2.4700,2.5800,2.4500,2.5400,2.6100,31043217,78035253.9300,-2.682000
2020-03-16,sz.000980,2.5400,2.5700,2.3700,2.4100,2.5400,30076597,74926699.4600,-5.118100
2020-03-17,sz.000980,2.4100,2.4500,2.2800,2.3500,2.4100,25838123,60770230.2000,-2.489600
2020-03-18,sz.000980,2.3600,2.4200,2.2800,2.2900,2.3500,20613153,48536967.2800,-2.553200
2020-03-19,sz.000980,2.2600,2.3100,2.2200,2.2800,2.2900,21636922,48951403.3300,-0.436700
2020-03-20,sz.000980,2.3100,2.3500,2.3000,2.3500,2.2800,19694118,45779121.4000,3.070200
2020-03-23,sz.000980,2.3000,2.3200,2.2300,2.2600,2.3500,17911097,40822242.2800,-3.829800
2020-03-24,sz.000980,2.3000,2.3500,2.2600,2.3400,2.2600,22096557,50870246.2200,3.539800
2020-03-25,sz.000980,2.3700,2.5700,2.3400,2.5700,2.3400,66311177,168746106.8200,9.829100
2020-03-26,sz.000980,2.4700,2.5500,2.4300,2.5100,2.5700,65290257,163106284.5600,-2.334600
2020-03-27,sz.000980,2.5100,2.5500,2.4100,2.4300,2.5100,34663300,85534424.8600,-3.187200
2020-03-30,sz.000980,2.3800,2.4800,2.3200,2.4000,2.4300,32195220,77362625.7500,-1.234600
2020-03-31,sz.000980,2.4200,2.5700,2.3800,2.5200,2.4000,52013999,128737296.8500,5.000000
2020-04-01,sz.000980,2.5500,2.6900,2.4500,2.4700,2.5200,61297211,157787846.4800,-1.984100
2020-04-02,sz.000980,2.4300,2.5400,2.4100,2.4600,2.4700,39634857,97401351.8600,-0.404900
2020-04-03,sz.000980,2.4400,2.4500,2.3500,2.3500,2.4600,34148491,81478400.8700,-4.471600
2020-04-07,sz.000980,2.3900,2.4800,2.3700,2.4700,2.3500,37029902,89989351.1800,5.106400
2020-04-08,sz.000980,2.4500,2.5100,2.4300,2.4900,2.4700,30701847,76236637.8600,0.809700
