date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-01-22,sh.000016,2996.8090,3023.9010,2965.6630,3017.8780,3012.1120,3315976000,60509150208.0000,0.191427
2020-01-23,sh.000016,2993.7720,2993.7720,2910.3940,2932.4930,3017.8780,4283935200,75506614272.0000,-2.829306
2020-02-03,sh.000016,2676.0070,2755.8440,2676.0070,2727.0930,2932.4930,5860918528,96131248128.0000,-7.004279
2020-02-04,sh.000016,2724.1310,2796.7140,2724.1310,2794.6600,2727.0930,5701636864,91856015360.0000,2.477620
2020-02-05,sh.000016,2803.7370,2833.2090,2782.4230,2812.8990,2794.6600,4418206976,73422004224.0000,0.652638
2020-02-06,sh.000016,2829.5110,2866.3900,2809.3660,2854.8870,2812.8990,4213425104,70417285120.0000,1.492695
2020-02-07,sh.000016,2836.7990,2851.8240,2819.6670,2851.7100,2854.8870,3444362800,59065093632.0000,-0.111283
2020-02-10,sh.000016,2826.7970,2854.8280,2817.7700,2850.0640,2851.7100,3365493408,56648242688.0000,-0.057720
2020-02-11,sh.000016,2858.9240,2893.0670,2854.0720,2879.8570,2850.0640,3602824400,58519424768.0000,1.045345
2020-02-12,sh.000016,2876.6700,2895.9260,2870.7680,2895.5850,2879.8570,3123075008,52126940928.0000,0.546138
2020-02-13,sh.000016,2898.3980,2906.7210,2871.2640,2875.4790,2895.5850,3743476400,57844935168.0000,-0.694367
2020-02-14,sh.000016,2870.7120,2900.2030,2870.6280,2895.0640,2875.4790,3512599600,53270508288.0000,0.681104
2020-02-17,sh.000016,2901.6860,2950.2820,2898.5920,2950.0690,2895.0640,4529653248,72567316480.0000,1.899958
2020-02-18,sh.000016,2940.6460,2944.4330,2914.9640,2924.3980,2950.0690,3809899104,60875096320.0000,-0.870183
2020-02-19,sh.000016,2917.1240,2942.3460,2914.5920,2923.7630,2924.3980,4027025200,62808194048.0000,-0.021714
2020-02-20,sh.000016,2931.3710,2981.2650,2920.7970,2978.1820,2923.7630,5022984704,84693540864.0000,1.861266
2020-02-21,sh.000016,2965.6010,2991.0590,2959.5130,2968.1380,2978.1820,4692015104,83241627648.0000,-0.337253
2020-02-24,sh.000016,2949.9780,2953.2940,2922.1620,2930.0330,2968.1380,4863757312,84187873280.0000,-1.283801
2020-02-25,sh.000016,2891.9780,2912.1590,2869.6430,2909.3240,2930.0330,5315794688,88652947456.0000,-0.706784
2020-02-26,sh.000016,2877.4630,2930.0190,2872.8290,2901.6730,2909.3240,6296502784,93491146752.0000,-0.262982
2020-02-27,sh.000016,2904.8650,2927.1980,2903.7470,2912.0360,2901.6730,4215225008,70016401408.0000,0.357139
2020-02-28,sh.000016,2860.2810,2880.7940,2818.4290,2821.0410,2912.0360,5847996416,90536235008.0000,-3.124790
2020-03-02,sh.000016,2837.7730,2922.9510,2837.7730,2907.8860,2821.0410,5488477696,85151776768.0000,3.078474
2020-03-03,sh.000016,2941.6790,2948.5510,2910.7560,2921.4430,2907.8860,5316139776,84017213440.0000,0.466215
2020-03-04,sh.000016,2921.0670,2949.5710,2919.3650,2947.5660,2921.4430,4256954896,75555573760.0000,0.894181
2020-03-05,sh.000016,2966.6860,3023.1230,2956.6510,3018.0700,2947.5660,6049796608,105885810688.0000,2.391940
2020-03-06,sh.000016,2989.7640,2999.4850,2962.4030,2964.8340,3018.0700,4185528800,69696069632.0000,-1.763909
2020-03-09,sh.000016,2908.6266,2908.6266,2864.4901,2868.8297,2964.8348,5886474700,89883304685.0000,-3.238126
2020-03-10,sh.000016,2859.8694,2935.0871,2852.9348,2924.2165,2868.8297,4805053000,76922299779.0000,1.930641
2020-03-11,sh.000016,2927.8282,2927.8282,2888.3612,2888.3612,2924.2165,3644206200,58821559035.0000,-1.226151
2020-03-12,sh.000016,2858.5110,2866.1354,2828.2901,2841.9824,2888.3612,3702363200,60744920235.0000,-1.605713
2020-03-13,sh.000016,2720.6127,2826.7235,2715.1375,2798.7695,2841.9824,4906135500,82814500305.0000,-1.520520
2020-03-16,sh.000016,2799.9951,2800.1779,2689.8974,2694.0229,2798.7695,4697120600,76460306996.0000,-3.742595
2020-03-17,sh.000016,2696.6972,2734.7985,2629.1822,2685.5907,2694.0229,4153269400,70083880488.0000,-0.312997
2020-03-18,sh.000016,2695.4241,2724.3019,2625.6003,2626.0826,2685.5907,3724043100,65416459932.0000,-2.215829
2020-03-19,sh.000016,2611.7496,2630.0517,2517.3038,2569.7891,2625.7470,4952352800,83641800955.0000,-2.131123
2020-03-20,sh.000016,2597.9793,2636.1406,2580.3573,2628.4161,2569.7891,3723143600,61882459787.0000,2.281393
2020-03-23,sh.000016,2548.8455,2586.1059,2548.0038,2559.6192,2628.4161,3254972100,56761578580.0000,-2.617428
2020-03-24,sh.000016,2608.2448,2641.8733,2592.6050,2639.3834,2559.6192,3686841400,62053255970.0000,3.116253
2020-03-25,sh.000016,2700.0961,2711.1171,2681.0877,2700.1865,2639.3834,3849119400,66439253951.0000,2.303686
2020-03-26,sh.000016,2676.6159,2716.3354,2673.4409,2689.2803,2700.1865,2822602100,47526067796.0000,-0.403905
2020-03-27,sh.000016,2722.4681,2733.5206,2701.4447,2701.4447,2689.2803,3538694500,56316143419.0000,0.452329
2020-03-30,sh.000016,2667.1202,2696.3305,2664.7175,2690.0420,2701.4447,3404970700,52410857487.0000,-0.422096
2020-03-31,sh.000016,2713.4987,2716.0210,2684.2066,2689.3790,2690.0420,3029903800,46061513613.0000,-0.024646
2020-04-01,sh.000016,2684.5001,2722.3249,2680.0773,2682.0795,2689.3790,2751937300,44240194623.0000,-0.271420
2020-04-02,sh.000016,2667.9405,2719.8864,2665.8054,2719.8864,2682.0795,2873089300,43855142486.0000,1.409611
2020-04-03,sh.000016,2707.8191,2720.8444,2697.8315,2708.8246,2719.8864,2444455900,39428104565.0000,-0.406701
2020-04-07,sh.000016,2756.2704,2762.3061,2743.1591,2757.4064,2708.8246,3595465100,59656453010.0000,1.793464
2020-04-08,sh.000016,2742.3570,2753.4930,2736.0926,2743.8865,2757.4064,2540167600,38559903637.0000,-0.490312
