date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-01-22,sz.399918,5065.5650,5130.2360,5006.8820,5121.6990,5092.5090,2860606496,81873518592.0000,0.573195
2020-01-23,sz.399918,5079.1090,5081.5550,4912.6530,4958.6810,5121.6990,3751379808,102602485760.0000,-3.182889
2020-02-03,sz.399918,4510.6230,4655.4570,4510.6230,4582.3410,4958.6810,3979149296,119176790016.0000,-7.589518
2020-02-04,sz.399918,4565.2130,4736.3600,4565.2130,4735.7220,4582.3410,4839356928,121457418240.0000,3.347219
2020-02-05,sz.399918,4759.7870,4827.4280,4737.3150,4797.5790,4735.7220,4217960608,109239185408.0000,1.306179
2020-02-06,sz.399918,4820.0280,4908.1280,4764.1150,4886.8890,4797.5790,3911817696,105074286592.0000,1.861564
2020-02-07,sz.399918,4865.0890,4877.8670,4819.2600,4877.8670,4886.8890,3564645600,94885867520.0000,-0.184616
2020-02-10,sz.399918,4845.6520,4905.0220,4815.3250,4899.0900,4877.8670,3698411696,91480645632.0000,0.435088
2020-02-11,sz.399918,4907.6310,4995.5620,4897.7050,4974.1110,4899.0900,3475621008,88480583680.0000,1.531325
2020-02-12,sz.399918,4971.8600,5010.9220,4962.1480,5010.7100,4974.1110,2898761904,77111566336.0000,0.735790
2020-02-13,sz.399918,5017.3260,5041.8770,4962.4120,4977.1430,5010.7100,3409250896,86085251072.0000,-0.669905
2020-02-14,sz.399918,4968.3250,5014.2490,4959.9600,4993.4700,4977.1430,3239584096,78213107712.0000,0.328040
2020-02-17,sz.399918,4989.8260,5077.0670,4989.8260,5077.0670,4993.4700,4031966896,95826186240.0000,1.674126
2020-02-18,sz.399918,5068.4720,5069.9780,5004.1250,5037.4930,5077.0670,3672521296,88115523584.0000,-0.779466
2020-02-19,sz.399918,5023.8000,5063.4900,5005.3210,5031.6350,5037.4930,3907650000,90923106304.0000,-0.116288
2020-02-20,sz.399918,5044.2290,5141.3470,5044.2290,5136.3650,5031.6350,4263049808,104328802304.0000,2.081431
2020-02-21,sz.399918,5115.7980,5169.5700,5112.4140,5139.8040,5136.3650,4336046848,108346597376.0000,0.066954
2020-02-24,sz.399918,5120.7370,5125.2170,5062.4300,5106.4660,5139.8040,4831354624,115693207552.0000,-0.648624
2020-02-25,sz.399918,5021.5280,5072.4750,4958.6600,5062.9140,5106.4660,5372833024,121098756096.0000,-0.852879
2020-02-26,sz.399918,4992.9320,5058.5290,4976.6000,4986.8690,5062.9140,5405921792,116298252288.0000,-1.502001
2020-02-27,sz.399918,5000.3220,5061.0320,5000.3220,5028.7190,4986.8690,4280639104,100136116224.0000,0.839204
2020-02-28,sz.399918,4916.5320,4977.2140,4840.6060,4865.2490,5028.7190,4915748096,117477916672.0000,-3.250728
2020-03-02,sz.399918,4892.6180,5049.8270,4892.6180,5019.2080,4865.2490,4944867072,116396322816.0000,3.164463
2020-03-03,sz.399918,5088.8030,5118.7850,5026.8870,5061.0390,5019.2080,4875956992,121745141760.0000,0.833418
2020-03-04,sz.399918,5047.4970,5088.0670,5032.4320,5086.1120,5061.0390,4252756304,100929847296.0000,0.495412
2020-03-05,sz.399918,5130.0150,5229.8030,5114.5160,5219.5880,5086.1120,4933449728,127369629696.0000,2.624323
2020-03-06,sz.399918,5164.7560,5202.3610,5134.9730,5140.8110,5219.5880,3519511200,85128204288.0000,-1.509257
