date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-01-22,sz.399328,10541.9790,10663.2120,10393.6210,10625.3240,10602.9190,980477856,26958471168.0000,0.211310
2020-01-23,sz.399328,10520.2100,10520.2100,10145.1390,10210.9230,10625.3240,1273115600,35449817088.0000,-3.900126
2020-02-03,sz.399328,9249.3960,9561.9550,9249.3960,9304.2580,10210.9230,1468362288,39329376512.0000,-8.879364
2020-02-04,sz.399328,9268.1490,9639.9730,9268.1490,9639.9730,9304.2580,1654071824,42755885056.0000,3.608187
2020-02-05,sz.399328,9695.5100,9896.0600,9648.8920,9819.6460,9639.9730,1378908464,36451299840.0000,1.863833
2020-02-06,sz.399328,9895.9480,9983.2800,9738.5920,9948.5280,9819.6460,1279233312,33536602368.0000,1.312491
2020-02-07,sz.399328,9870.5950,9878.0230,9768.5250,9874.9990,9948.5280,1092267904,28540760576.0000,-0.739094
2020-02-10,sz.399328,9817.8000,9994.6310,9764.7790,9982.3280,9874.9990,1245921840,30638710272.0000,1.086876
2020-02-11,sz.399328,10028.2510,10225.2710,10008.2590,10174.3840,9982.3280,1113556160,29548549376.0000,1.923960
2020-02-12,sz.399328,10161.9270,10221.7030,10120.3200,10214.7810,10174.3840,900159488,23137164032.0000,0.397046
2020-02-13,sz.399328,10216.8490,10297.1050,10143.3810,10170.0620,10214.7810,1078966160,25833741312.0000,-0.437787
2020-02-14,sz.399328,10156.1520,10285.9490,10140.5710,10259.8550,10170.0620,1216588256,26806385920.0000,0.882915
2020-02-17,sz.399328,10248.5810,10419.0260,10248.0850,10419.0260,10259.8550,1258574256,32165906688.0000,1.551396
2020-02-18,sz.399328,10395.9520,10395.9520,10254.0340,10320.3850,10419.0260,1543025440,27976296192.0000,-0.946739
2020-02-19,sz.399328,10305.7630,10436.4550,10293.0720,10386.1950,10320.3850,1650029856,33449083136.0000,0.637670
2020-02-20,sz.399328,10409.0560,10602.7030,10405.9650,10592.3110,10386.1950,1734300480,36491094016.0000,1.984519
2020-02-21,sz.399328,10559.0240,10606.9090,10506.2870,10557.5160,10592.3110,1592554688,34501029888.0000,-0.328493
2020-02-24,sz.399328,10532.0140,10532.7330,10397.7070,10498.0460,10557.5160,1514906944,35793356800.0000,-0.563295
2020-02-25,sz.399328,10349.6110,10450.4480,10218.9140,10425.6990,10498.0460,1662715760,38539687424.0000,-0.689147
2020-02-26,sz.399328,10284.2660,10507.1890,10267.0840,10359.8350,10425.6990,1811065360,39756520192.0000,-0.631747
2020-02-27,sz.399328,10375.5140,10461.4010,10345.2050,10408.9470,10359.8350,1480656752,32883878144.0000,0.474062
2020-02-28,sz.399328,10191.1470,10280.7940,9996.1910,10035.3150,10408.9470,1663889872,40156794368.0000,-3.589527
2020-03-02,sz.399328,10076.5640,10417.5740,10076.5640,10356.9610,10035.3150,1612582720,38732244480.0000,3.205141
2020-03-03,sz.399328,10494.2860,10528.5870,10334.0840,10415.0790,10356.9610,1544986448,36911004928.0000,0.561149
