date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-01-22,sz.399431,6709.2370,6741.0580,6655.1620,6731.7580,6732.8900,1300850480,11312126208.0000,-0.016813
2020-01-23,sz.399431,6695.9090,6695.9090,6542.1960,6571.6480,6731.7580,1929235008,16663211264.0000,-2.378428
2020-02-03,sz.399431,6016.9440,6253.2080,6016.9440,6148.9800,6571.6480,3456606032,26526137856.0000,-6.431690
2020-02-04,sz.399431,6149.5540,6283.2970,6149.5540,6273.5800,6148.9800,2480459600,20495071488.0000,2.026352
2020-02-05,sz.399431,6275.9380,6307.5050,6215.0400,6268.4910,6273.5800,1778381072,15456133888.0000,-0.081118
2020-02-06,sz.399431,6298.5250,6331.9920,6235.7180,6311.3190,6268.4910,1758673504,14551590912.0000,0.683227
2020-02-07,sz.399431,6255.0940,6281.4390,6214.8280,6281.4390,6311.3190,1486859472,12421049856.0000,-0.473435
2020-02-10,sz.399431,6240.7370,6262.1340,6219.3490,6252.5250,6281.4390,1308220240,11230245888.0000,-0.460309
2020-02-11,sz.399431,6273.7200,6336.6020,6263.9590,6318.2850,6252.5250,1528151392,12945545472.0000,1.051735
2020-02-12,sz.399431,6313.4970,6328.8560,6281.6270,6328.6940,6318.2850,1176096768,9919458304.0000,0.164744
2020-02-13,sz.399431,6317.1270,6328.1010,6275.8700,6278.0040,6328.6940,1148936880,9688329472.0000,-0.800955
2020-02-14,sz.399431,6270.3950,6342.2450,6269.7950,6333.1700,6278.0040,1051706736,9682847232.0000,0.878719
2020-02-17,sz.399431,6329.6830,6442.2140,6316.2750,6441.7460,6333.1700,1639584304,14405814016.0000,1.714402
2020-02-18,sz.399431,6416.5240,6423.3920,6366.8080,6376.9090,6441.7460,1292425904,11046122752.0000,-1.006513
2020-02-19,sz.399431,6369.0110,6419.8850,6361.4070,6375.4120,6376.9090,1269068576,10148411136.0000,-0.023475
2020-02-20,sz.399431,6385.8000,6461.3980,6343.2980,6452.5660,6375.4120,1799620688,15108773632.0000,1.210181
2020-02-21,sz.399431,6428.3890,6469.5280,6401.2550,6428.4820,6452.5660,1505406704,13226877952.0000,-0.373247
2020-02-24,sz.399431,6405.6010,6426.1620,6348.1430,6351.2070,6428.4820,1561494944,13803015424.0000,-1.202072
2020-02-25,sz.399431,6294.3920,6323.3850,6253.9390,6289.8740,6351.2070,1683360768,14526077696.0000,-0.965690
2020-02-26,sz.399431,6242.3200,6355.2730,6231.2490,6311.5670,6289.8740,1840845344,15210920448.0000,0.344888
2020-02-27,sz.399431,6307.0380,6355.4080,6306.9120,6342.7110,6311.5670,1395145696,11856011264.0000,0.493443
2020-02-28,sz.399431,6280.0580,6313.9540,6177.0760,6177.0760,6342.7110,2089405312,16593088512.0000,-2.611423
2020-03-02,sz.399431,6195.9960,6301.2360,6195.9960,6288.0720,6177.0760,1597962224,13872795904.0000,1.796902
