date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-01-22,sz.399683,1759.5740,1788.2590,1731.4490,1776.8450,1772.8640,2368776256,23510524160.0000,0.224552
2020-01-23,sz.399683,1749.1850,1753.0620,1693.5580,1707.4100,1776.8450,2661684240,26953104128.0000,-3.907769
2020-02-03,sz.399683,1541.2090,1594.7030,1538.6220,1553.8740,1707.4100,1707110384,22077823488.0000,-8.992333
2020-02-04,sz.399683,1540.5620,1614.4040,1540.5620,1613.2910,1553.8740,3506729520,29930214912.0000,3.823798
2020-02-05,sz.399683,1621.8940,1665.9520,1621.6300,1643.7960,1613.2910,3022632432,27646671616.0000,1.890855
2020-02-06,sz.399683,1644.4140,1685.2730,1625.1410,1681.0490,1643.7960,3274538608,29677779712.0000,2.266279
2020-02-07,sz.399683,1672.7430,1677.7470,1648.0500,1671.9900,1681.0490,2885391408,27196951296.0000,-0.538890
2020-02-10,sz.399683,1661.3740,1682.4440,1651.0040,1681.7180,1671.9900,2868640608,25963939840.0000,0.581822
2020-02-11,sz.399683,1691.4730,1719.1320,1679.4920,1709.1930,1681.7180,2530887648,24151424000.0000,1.633746
2020-02-12,sz.399683,1704.7480,1722.7780,1696.4950,1721.0560,1709.1930,2307062048,20886467072.0000,0.694070
2020-02-13,sz.399683,1715.5940,1719.6720,1689.3520,1697.5410,1721.0560,2584388160,22703680512.0000,-1.366312
2020-02-14,sz.399683,1690.6840,1701.0700,1679.4290,1693.0950,1697.5410,2213830544,19036498176.0000,-0.261908
2020-02-17,sz.399683,1686.4590,1728.6480,1686.4590,1728.6480,1693.0950,2793727200,25221364992.0000,2.099882
2020-02-18,sz.399683,1729.1690,1732.1000,1709.8620,1730.4950,1728.6480,3049158976,27575525120.0000,0.106847
2020-02-19,sz.399683,1731.4650,1739.9270,1719.6530,1720.4440,1730.4950,2804458144,26240045312.0000,-0.580816
2020-02-20,sz.399683,1727.3830,1780.7410,1725.9270,1779.2650,1720.4440,3502284576,34493905920.0000,3.418943
2020-02-21,sz.399683,1778.8230,1785.9410,1765.7770,1776.3060,1779.2650,3872542912,35136375296.0000,-0.166305
2020-02-24,sz.399683,1777.1790,1785.5510,1756.9010,1779.5580,1776.3060,4251936144,39310319872.0000,0.183077
2020-02-25,sz.399683,1747.2490,1778.5040,1723.6650,1776.4300,1779.5580,5005994752,44354852096.0000,-0.175774
2020-02-26,sz.399683,1755.4900,1789.4300,1746.8420,1754.4300,1776.4300,4633768448,43393410560.0000,-1.238439
2020-02-27,sz.399683,1756.1660,1768.3470,1741.3670,1754.1090,1754.4300,3868102992,33124105728.0000,-0.018297
2020-02-28,sz.399683,1704.9380,1723.0360,1673.0440,1682.9720,1754.1090,4480849152,37663447808.0000,-4.055449
2020-03-02,sz.399683,1691.4330,1739.4930,1688.4370,1730.3950,1682.9720,3787721968,33696701952.0000,2.817813
2020-03-03,sz.399683,1755.3050,1763.6360,1724.8460,1740.3840,1730.3950,4143285984,35884663296.0000,0.577267
2020-03-04,sz.399683,1727.7220,1738.4710,1712.3300,1738.4710,1740.3840,3186653488,28171722752.0000,-0.109918
2020-03-05,sz.399683,1756.4270,1794.7180,1741.4110,1793.0930,1738.4710,3117503664,34284391424.0000,3.141956
2020-03-06,sz.399683,1769.4790,1778.8600,1762.9020,1771.5370,1793.0930,2957187600,27002097152.0000,-1.202169
2020-03-09,sz.399683,1728.5268,1730.3204,1691.0277,1693.0992,1771.5374,4080331865,35007890571.6300,-4.427691
2020-03-10,sz.399683,1678.6301,1739.9466,1673.0041,1736.7209,1693.0992,3876183722,33160753441.8800,2.576441
2020-03-11,sz.399683,1735.8632,1737.4975,1704.8787,1705.5540,1736.7209,3422070354,28359959531.3300,-1.794583
2020-03-12,sz.399683,1681.0141,1681.0141,1651.1652,1665.7078,1705.5540,3314703528,28285654466.4100,-2.336261
2020-03-13,sz.399683,1588.0456,1659.5702,1580.6288,1639.5970,1665.7056,3805258482,31301897181.1900,-1.567420
2020-03-16,sz.399683,1648.6096,1648.6096,1563.1974,1564.0200,1639.5970,3752756274,30485632461.4100,-4.609486
2020-03-17,sz.399683,1560.7468,1592.5105,1515.3538,1543.9821,1564.0200,3529945715,27739247518.0400,-1.281179
2020-03-18,sz.399683,1554.6600,1587.7379,1523.3189,1523.8643,1543.6941,3448382186,28410266074.6000,-1.284568
2020-03-19,sz.399683,1520.8386,1529.5640,1460.8330,1501.4919,1523.9914,3344235197,28495850162.0100,-1.476353
2020-03-20,sz.399683,1518.3679,1528.1955,1500.6628,1525.4980,1501.4919,2674317191,22513015811.9900,1.598816
2020-03-23,sz.399683,1477.5168,1486.8563,1446.6374,1450.6833,1525.4980,2777941079,21933878354.2400,-4.904280
2020-03-24,sz.399683,1480.1572,1494.0522,1448.5981,1488.5074,1450.6833,3083245897,23224290151.8000,2.607330
2020-03-25,sz.399683,1530.3323,1546.8562,1521.7956,1543.2182,1488.5074,3213888318,25404030798.7200,3.675548
2020-03-26,sz.399683,1535.2636,1546.7561,1525.6561,1527.8871,1543.2182,2387266769,18802829625.0100,-0.993450
2020-03-27,sz.399683,1554.5707,1560.3236,1524.7072,1527.1444,1527.8871,2239037663,19947932273.1400,-0.048610
2020-03-30,sz.399683,1504.8008,1504.8008,1477.7064,1494.1902,1527.1444,2617456477,21533643896.0000,-2.157897
2020-03-31,sz.399683,1511.6910,1517.3504,1498.0616,1501.2779,1494.1902,2396048765,18264046800.9200,0.474351
2020-04-01,sz.399683,1498.7298,1522.3636,1493.1551,1495.8758,1501.2779,2790894885,20484610162.3200,-0.359833
2020-04-02,sz.399683,1486.1497,1513.6168,1476.6688,1513.6168,1495.8758,2541147945,19052401009.0600,1.185994
2020-04-03,sz.399683,1511.4110,1511.4110,1489.9036,1494.2725,1513.6168,2387441328,17321045425.8800,-1.278018
2020-04-07,sz.399683,1521.8162,1529.2038,1517.1841,1526.5824,1494.2725,2931111351,22680384779.5200,2.162250
2020-04-08,sz.399683,1518.3923,1518.3923,1504.6892,1510.6392,1526.5824,2985313169,21282619060.6700,-1.044372
