date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-01-22,sz.000061,5.4500,5.4500,5.2800,5.4200,5.4600,6894010,37062229.1200,-0.732600
2020-01-23,sz.000061,5.4000,5.4000,5.1800,5.2100,5.4200,8983814,47516549.9000,-3.874500
2020-02-03,sz.000061,4.6900,4.6900,4.6900,4.6900,5.2100,1999900,9379531.0000,-9.980800
2020-02-04,sz.000061,4.2400,4.5600,4.2400,4.5200,4.6900,15609158,69547597.2900,-3.624700
2020-02-05,sz.000061,4.5000,4.7400,4.5000,4.6500,4.5200,13285182,61487653.1100,2.876100
2020-02-06,sz.000061,4.7500,5.1200,4.7500,5.1200,4.6500,14709733,73346055.2500,10.107500
2020-02-07,sz.000061,5.6200,5.6300,5.3100,5.4400,5.1200,38441194,209895540.6400,6.250000
2020-02-10,sz.000061,5.2900,5.9800,5.0800,5.9800,5.4400,50535157,289979443.7800,9.926500
2020-02-11,sz.000061,6.0700,6.0800,5.5400,5.5800,5.9800,41057166,236099064.9600,-6.689000
2020-02-12,sz.000061,5.4400,5.8300,5.4400,5.6700,5.5800,27458698,155852268.1800,1.612900
2020-02-13,sz.000061,5.6100,5.9700,5.5000,5.8500,5.6700,36883629,213209120.5100,3.174600
2020-02-14,sz.000061,5.7900,5.9400,5.6600,5.7900,5.8500,25649261,148071449.3700,-1.025600
2020-02-17,sz.000061,5.8400,6.2800,5.8400,6.1100,5.7900,39896452,242994795.7200,5.526800
2020-02-18,sz.000061,6.1000,6.1000,5.9000,6.0200,6.1100,29414922,176077862.7200,-1.473000
2020-02-19,sz.000061,6.0000,6.0000,5.7300,5.7900,6.0200,27734906,162381611.6700,-3.820600
2020-02-20,sz.000061,5.7700,5.8500,5.6200,5.8500,5.7900,26555276,152208875.2900,1.036300
2020-02-21,sz.000061,5.8200,5.8300,5.7000,5.7200,5.8500,23060766,132602003.5500,-2.222200
2020-02-24,sz.000061,5.6800,6.0200,5.6300,5.9600,5.7200,33370418,194791471.3900,4.195800
2020-02-25,sz.000061,5.8300,5.9000,5.6600,5.8600,5.9600,24446945,141958449.1900,-1.677900
2020-02-26,sz.000061,5.8000,6.1900,5.8000,6.0200,5.8600,49558907,300277747.2500,2.730400
2020-02-27,sz.000061,6.0600,6.6200,5.9700,6.6200,6.0200,58459787,370169326.3700,9.966800
2020-02-28,sz.000061,6.3800,7.0800,6.2700,6.4600,6.6200,82182036,550662438.5000,-2.416900
2020-03-02,sz.000061,6.4600,6.9800,6.3200,6.8700,6.4600,57995836,388882349.8400,6.346700
2020-03-03,sz.000061,6.9100,7.4600,6.7100,7.2600,6.8700,69659568,492511294.2100,5.676900
2020-03-04,sz.000061,7.2000,7.3100,7.0200,7.2000,7.2600,46138592,329434610.6400,-0.826500
2020-03-05,sz.000061,7.1400,7.5700,7.0600,7.1300,7.2000,64458155,468613637.7500,-0.972200
2020-03-06,sz.000061,6.9300,7.0700,6.8200,6.8200,7.1300,46458975,320905628.6900,-4.347800
2020-03-09,sz.000061,6.7300,6.9300,6.5000,6.5400,6.8200,32925861,220057766.9500,-4.105600
2020-03-10,sz.000061,6.4500,6.6500,6.2000,6.6200,6.5400,37583405,242222321.9200,1.223200
2020-03-11,sz.000061,6.5900,6.8000,6.4600,6.4600,6.6200,30642181,203083629.4800,-2.416900
2020-03-12,sz.000061,6.3100,6.3700,6.1200,6.1800,6.4600,24362214,151601833.7800,-4.334400
2020-03-13,sz.000061,5.8500,6.2200,5.7100,6.1100,6.1800,25904689,155474427.0900,-1.132700
2020-03-16,sz.000061,6.1700,6.2500,5.8400,5.8400,6.1100,21617929,130669759.2300,-4.419000
2020-03-17,sz.000061,5.8900,6.0900,5.7700,6.0000,5.8400,22355632,132807270.2200,2.739700
2020-03-18,sz.000061,6.0400,6.1300,5.8600,5.8700,6.0000,20297159,122019926.1300,-2.166700
2020-03-19,sz.000061,5.8500,6.0900,5.8500,6.0900,5.8700,23092661,138639219.0100,3.747900
2020-03-20,sz.000061,6.2000,6.2000,6.0100,6.1100,6.0900,17814078,108272622.1500,0.328400
2020-03-23,sz.000061,6.0000,6.3600,5.9200,6.1500,6.1100,27162249,168239147.7400,0.654700
2020-03-24,sz.000061,6.2700,6.4700,6.1900,6.4500,6.1500,33950310,214844397.4000,4.878000
2020-03-25,sz.000061,6.5100,6.7200,6.4700,6.5700,6.4500,33685103,221041535.7200,1.860500
2020-03-26,sz.000061,6.5300,6.8600,6.4400,6.7700,6.5700,38100606,256172880.7200,3.044100
2020-03-27,sz.000061,6.8400,6.8500,6.5100,6.5100,6.7700,31719800,210263253.6400,-3.840500
2020-03-30,sz.000061,6.5100,6.8700,6.4500,6.6400,6.5100,37610642,252557160.5100,1.996900
2020-03-31,sz.000061,6.6200,7.2600,6.5100,7.2400,6.6400,52686680,362506592.7500,9.036100
2020-04-01,sz.000061,7.0600,7.1400,6.7300,6.8200,7.2400,47875119,332631545.9500,-5.801100
2020-04-02,sz.000061,6.6800,6.7400,6.3900,6.5400,6.8200,34414169,224340472.9800,-4.105600
2020-04-03,sz.000061,6.5300,6.7300,6.4600,6.5700,6.5400,28771860,190434378.9400,0.458700
2020-04-07,sz.000061,6.6000,6.9600,6.5200,6.9400,6.5700,38259734,261017568.2400,5.631700
2020-04-08,sz.000061,6.8800,6.9200,6.6300,6.6900,6.9400,30195164,203528309.1500,-3.602300
